,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115
0,,Updated February  20,Updated February  20,Average Seed,Average Seed,,ESPN,CBS,131,5Star,AHB,AMA,Board,BoB,Brodd,BU,BV,Calm,CD,Dom,FOX,Hall,Hark,HM,INCC,Jeff,JNG,Katz,Liker,Lobo,Logo,MM24,Mon,MtM,Prop,PS,RFS,RM,SBN,SI,Skar,T3,U-State,USAT,Venom,VO,WA,WAG,Zac,,4and24,AA,ACC,B12,Bauer,BBP,BKS,BR-KM,brac,Brad,Clutch,Cox,CPI,CS,CST,F&B,GDB,Guru,Heart,HHD,Hind,Ivar,Jake,jMorr,JSch,JW,KHB,Kyle,Made,MB,Mill,MSB,NP,Oak,Pi,Proj,Roto,RWX,SDMN,SN,Stad,TRR,TSB,TSN,TSR,WR,Benz,CSM,D2S,HHD-JT,JH,JSB,Selje,MJ,17th,AnB,Ath,Busky,Delphi,HBC,Meyer,PW,S64,Sluder,Updates,
1,,,,# of Brackets,# of Brackets,,2/20,2/20,2/20,2/20,2/20,2/20,2/20,2/20,2/20,2/20,2/20,2/20,2/20,2/20,2/20,2/20,2/20,2/20,2/20,2/20,2/20,2/20,2/20,2/20,2/20,2/20,2/20,2/20,2/20,2/20,2/20,2/20,2/20,2//20,2/20,2/20,2/20,2/20,2/20,2/20,2/20,2/20,2/20,,2/19,2/19,2/19,2/19,2/19,2/19,2/19,2/19,2/19,2/19,2/19,2/19,2/19,2/19,2/19,2/19,2/19,2/19,2/19,2/19,2/19,2/19,2/19,2/19,2/19,2/19,2/19,2/19,2/19,2/19,2/19,2/19,2/19,2/19,2/19,2/19,2/19,2/19,2/19,2/19,2/19,2/19,2/19,2/19,2/19,2/19,2/18,2/18,2/18,2/18,2/18,2/18,2/18,2/17,2/16,2/16,2/16,2/16,2/16,2/16,2/16,2/16,2/16,2/16,2/16,
40,10.0,Mississippi State,SEC,9.91,107,,10,10,10,8,9,11,10,9,11,10,10,9,10,11,9,10,10,10,7,10,10,10,9,10,11,10,11,10,11,11,9,9,10,9,10,10,10,10,10,9,10,11,10,Mississippi State,10,10,9,9,10,10,10,11,10,9,10,10,10,9,10,9,10,10,,9,11,12,10,10,9,9,11,9,11,10,9,11,11,10,10,10,11,11,9,10,9,10,10,10,9,11,10,10,10,10,10,10,10,10,10,11,9,11,9,10,9,9,9,10,11,Mississippi State
41,10.0,Texas A&M,SEC,9.93,107,,11,11,10,10,11,10,9,10,10,11,11,10,9,10,11,10,11,11,8,10,10,11,11,11,9,10,10,9,8,12,10,11,9,10,10,11,12,9,10,11,10,11,10,Texas A&M,10,9,10,10,11,11,10,10,11,10,9,11,10,10,9,10,10,9,11,10,11,9,10,11,10,11,10,9,10,11,8,9,10,11,10,10,8,11,9,,10,8,9,12,10,10,9,10,10,9,10,10,9,9,10,9,10,9,10,8,8,10,8,9,9,Texas A&M
42,10.0,Nebraska,Big Ten,10.39,106,,10,11,10,11,11,11,10,10,10,10,10,10,11,11,10,11,10,9,10,10,11,9,10,11,10,11,10,11,11,10,10,11,11,11,11,10,10,11,10,10,10,10,10,Nebraska,10,11,10,10,11,10,10,11,11,10,11,9,11,11,11,11,,10,11,10,11,11,11,10,,10,11,11,11,10,10,10,10,10,10,11,9,9,10,10,10,9,11,10,11,9,11,11,11,11,10,10,11,11,11,10,11,10,11,11,11,11,9,11,10,Nebraska
43,11.0,Nevada,Mountain West,10.46,104,,10,9,11,11,10,10,11,11,11,10,10,11,10,10,12,10,10,8,11,11,10,11,11,10,10,11,11,11,10,11,11,10,11,11,10,10,10,11,11,11,11,9,8,Nevada,11,10,11,10,10,10,11,9,10,11,11,10,10,10,11,10,10,,9,10,9,9,11,10,10,11,10,10,10,11,,11,11,9,11,10,,10,11,11,11,11,11,11,10,9,11,10,12,11,11,11,11,11,,11,12,10,12,11,11,11,11,11,11,Nevada
44,11.0,Butler,Big East,10.63,96,,11,10,11,9,11,10,11,,11,11,11,11,11,11,11,11,11,10,11,11,11,,10,12,11,10,10,11,10,11,11,11,,11,11,11,,11,10,,11,10,12,Butler,11,11,10,11,11,11,11,11,11,,10,11,,11,11,11,11,11,10,12,10,11,10,,,10,10,10,11,10,,10,11,10,11,,10,11,11,11,11,11,11,11,10,12,10,11,10,10,11,11,,10,10,10,11,9,9,11,8,11,11,10,9,Butler
45,11.0,Mississippi,SEC,10.81,80,,11,10,11,,11,,11,,11,11,11,11,11,11,12,11,11,11,9,12,12,10,11,11,11,11,,10,11,9,11,10,12,,11,11,10,12,11,11,11,10,11,Mississippi,11,,11,11,11,,11,11,9,,11,,11,,,,12,11,,,10,10,11,11,,12,,,,,9,11,11,11,11,,9,11,,11,11,10,11,,11,10,11,,11,11,11,10,11,,11,11,12,11,,11,,9,,11,,Mississippi
46,11.0,Gonzaga,West Coast,10.95,81,,11,,11,,11,12,,10,11,,,12,,,10,,11,10,11,12,11,11,11,,11,,11,11,,,11,10,,11,,,,11,11,10,11,11,11,Gonzaga,11,11,11,,11,11,11,11,11,11,11,11,11,11,11,10,11,11,11,12,12,11,11,11,11,11,11,,11,11,11,11,,11,11,10,11,,11,10,11,,9,12,11,10,11,11,,11,,11,11,11,11,11,,12,11,11,,,11,11,,Gonzaga
47,11.0,Seton Hall,Big East,11.03,60,,11,,,11,,12,11,,,11,11,12,11,11,11,11,11,11,9,,12,11,,11,,11,,10,10,11,,11,,10,11,11,11,,,11,,,11,Seton Hall,,,,11,11,11,,,,11,11,,,11,10,11,11,,11,11,11,12,,11,,,11,11,11,11,,,11,,,,11,,11,,,12,11,,,11,,11,12,,12,,,11,,,,,11,,11,,11,,12,Seton Hall
48,11.0,Grand Canyon,WAC,11.38,108,,11,11,12,11,10,11,12,12,12,12,12,11,12,10,10,11,12,12,12,11,10,12,12,10,11,11,12,12,11,11,12,9,11,11,11,11,11,11,12,12,12,12,11,Grand Canyon,12,12,11,12,10,11,11,10,12,12,11,11,12,12,12,11,11,11,12,12,11,10,11,11,12,12,11,12,10,12,12,12,12,11,11,11,12,10,12,12,12,11,12,11,11,11,11,12,12,12,11,12,12,12,12,12,11,12,11,12,11,12,11,12,11,Grand Canyon
49,12.0,Indiana State,Missouri Valley,11.43,95,,12,12,11,12,11,12,12,11,12,11,11,12,12,,12,12,12,11,,11,12,11,11,11,12,12,11,12,12,10,11,11,,,12,,11,10,11,12,12,12,,Indiana State,11,11,,12,,12,12,12,11,12,12,12,,12,11,12,12,11,10,11,12,12,,12,11,11,12,12,12,12,11,11,12,12,,,12,12,11,11,11,12,11,10,12,,10,12,11,11,12,12,10,11,11,11,11,12,11,10,12,10,11,12,11,Indiana State
50,12.0,McNeese State,Southland,12.17,108,,12,13,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,13,12,12,12,12,12,12,12,12,12,12,12,12,12,13,12,12,12,12,12,12,12,12,12,13,McNeese State,12,12,12,13,12,12,12,12,13,13,12,12,12,13,12,12,12,12,12,12,12,13,12,12,12,11,12,13,12,12,12,12,13,12,12,12,13,12,12,12,12,12,12,12,13,12,13,12,13,12,13,13,13,12,12,12,12,12,12,12,12,13,12,12,12,McNeese State
51,12.0,Appalachian State,Sun Belt,12.30,81,,13,12,12,13,13,,12,12,12,12,12,,12,12,13,12,13,,,12,,13,12,12,,,12,13,12,12,,12,12,12,13,12,13,12,,,,13,,Appalachian State,13,13,12,12,12,13,12,13,,,12,,,,12,12,12,12,12,12,,,12,12,12,13,13,12,12,13,12,12,,13,12,12,,12,13,13,13,,12,13,12,,,13,12,12,,,12,12,12,12,12,12,12,12,12,,13,12,12,Appalachian State
52,12.0,South Florida,American,12.36,66,,12,12,12,,13,,,12,,12,12,,,12,,12,,,,12,,12,13,13,12,12,12,,12,13,,12,12,12,13,12,13,13,12,,,,,South Florida,13,12,12,,12,12,13,12,,,12,13,,,12,12,,13,12,,,,13,12,13,13,13,11,12,11,13,,,12,12,13,,12,13,12,12,,12,12,12,,,,,,,,,13,13,14,,,13,13,12,,13,,13,South Florida
53,13.0,Samford,Southern,12.63,108,,12,12,13,13,12,13,13,13,13,13,13,13,13,13,12,13,12,13,13,13,13,12,12,12,12,13,13,12,13,12,13,13,12,13,12,13,12,12,13,13,13,12,13,Samford,12,12,13,12,13,12,12,12,12,13,13,13,13,13,13,13,14,14,13,13,13,13,12,13,12,12,12,13,13,13,13,13,13,12,13,12,13,13,12,12,12,13,13,12,12,13,12,12,13,13,13,13,13,13,12,12,13,13,12,12,13,12,12,14,12,Samford
54,13.0,UC Irvine,Big West,12.94,108,,13,13,13,12,12,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,14,13,13,13,13,13,13,14,13,13,13,13,13,13,13,12,13,13,13,13,13,13,UC Irvine,12,13,13,13,13,13,13,13,13,13,13,14,13,13,13,13,13,13,13,13,13,13,13,13,13,13,12,12,13,12,12,13,13,13,13,13,13,13,12,13,13,13,13,13,13,13,13,13,13,13,13,13,13,12,13,13,13,13,13,13,13,14,12,13,13,UC Irvine
55,13.0,Yale,Ivy,12.99,68,,13,13,13,13,13,,13,13,13,13,13,,13,13,13,13,13,,,13,,13,13,,13,,13,13,13,13,,13,13,13,,13,14,13,13,,,,,Yale,13,13,13,13,,13,13,13,,,,,,,13,,,,13,13,,,13,13,,12,13,,13,13,13,13,,13,,,,13,13,13,,,13,,13,,,13,12,13,,,12,13,13,13,13,,13,14,13,,13,13,13,Yale
56,13.0,Akron,MAC,13.35,107,,13,13,13,13,14,13,13,13,13,13,13,13,13,13,14,13,13,14,14,14,13,13,13,14,13,14,14,13,14,14,13,13,13,13,13,13,13,13,14,13,14,13,13,Akron,14,13,13,13,13,13,13,13,14,14,13,13,14,14,14,14,13,14,14,13,13,13,13,13,13,13,13,14,14,13,14,13,13,14,13,13,,13,13,14,14,14,13,13,13,14,15,14,13,13,14,13,13,14,14,13,13,13,14,13,14,13,13,13,13,Akron
57,14.0,Louisiana Tech,CUSA,13.67,86,,,14,14,14,13,14,14,,14,14,,14,14,,13,14,14,14,13,13,14,14,14,13,,,13,14,,13,14,,,,14,,13,,13,,13,14,14,Louisiana Tech,13,14,14,14,14,14,14,14,14,13,14,13,13,14,14,14,13,13,13,14,14,14,,,15,,,13,13,,13,14,14,13,14,14,,14,,13,13,13,14,14,14,14,14,13,14,14,13,14,14,13,14,13,14,14,13,14,14,14,,14,,Louisiana Tech
58,14.0,Vermont,America East,13.98,107,,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,13,14,14,14,14,14,14,13,14,14,14,14,14,14,14,14,14,14,14,14,14,14,Vermont,14,14,14,14,14,14,14,14,13,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,,14,14,14,14,14,14,14,14,14,15,14,14,14,14,15,14,14,14,14,14,14,14,14,14,14,14,13,14,Vermont
59,14.0,College of Charleston,Coastal,14.07,57,,14,14,14,14,15,,14,14,,14,14,,,14,14,14,14,,,14,,14,14,14,,,,,13,14,,14,14,14,,14,15,14,,,14,14,,College of Charleston,,14,14,,14,14,14,14,,14,14,,,,13,13,,,14,,14,15,14,14,14,15,14,,14,14,15,,,14,14,14,,14,15,,15,,14,14,14,,,,,,,,,,,,,,,,,,,,,College of Charleston
60,14.0,Morehead State,Ohio Valley,14.50,107,,15,15,14,14,14,14,15,15,14,14,15,15,14,15,14,14,15,15,15,15,14,15,15,15,14,14,14,14,15,15,15,15,14,15,15,15,14,14,14,14,14,14,14,Morehead State,15,15,14,15,15,15,14,15,15,15,15,14,14,15,,14,14,15,14,14,15,15,14,15,15,14,15,15,15,14,14,14,15,14,14,15,15,14,14,15,14,15,14,15,15,15,15,14,15,14,15,15,15,14,14,15,14,14,14,14,15,14,14,14,14,Morehead State
61,15.0,High Point,Big South,14.57,102,,14,15,15,15,14,15,15,15,15,15,15,15,15,14,15,15,14,14,15,14,15,14,14,14,14,15,15,15,15,14,14,15,,14,14,14,14,14,15,15,15,15,15,High Point,14,15,15,14,14,14,15,14,14,14,14,15,15,14,14,15,15,15,15,15,14,14,15,14,15,14,15,15,15,14,14,15,14,15,15,14,,15,14,14,14,14,,15,15,,14,15,15,15,15,14,14,15,15,14,,15,15,15,15,15,,15,14,High Point
62,15.0,Eastern Washington,Big Sky,14.83,103,,15,14,15,15,15,15,15,14,15,15,15,14,15,15,15,15,15,,14,15,15,15,15,15,14,14,15,15,14,15,15,14,14,15,15,15,15,15,15,,15,15,15,Eastern Washington,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,14,15,15,15,15,14,15,16,14,14,15,15,15,15,15,15,15,15,15,,15,15,15,15,,15,15,14,,16,15,14,15,15,14,15,15,15,15,14,15,15,15,14,15,14,15,15,Eastern Washington
63,15.0,Oakland,Horizon,14.84,96,,14,15,15,15,,,14,14,15,15,14,15,15,14,15,15,15,15,,15,15,15,15,15,,,15,15,14,15,15,14,15,14,15,14,15,15,15,15,15,,15,Oakland,15,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,,15,15,15,15,16,15,14,14,15,14,14,15,15,15,16,15,15,15,15,15,15,14,15,15,15,15,14,15,14,14,15,16,,14,15,15,15,,16,15,15,15,15,15,,15,,,Oakland
64,15.0,Colgate,Patriot,15.02,108,,15,15,15,15,15,16,15,15,15,15,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,Colgate,15,15,15,16,15,15,15,16,16,15,15,15,15,15,15,15,15,15,15,15,15,16,15,15,15,15,15,15,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,13,15,15,15,15,15,15,15,15,15,15,15,15,15,16,15,15,15,15,Colgate
65,16.0,Quinnipiac,Metro Atlantic,15.73,104,,15,16,16,16,15,15,16,16,16,16,15,16,16,16,16,16,16,16,,16,16,16,16,16,15,16,16,16,15,16,16,16,15,16,16,,16,15,16,16,16,15,16,Quinnipiac,16,16,16,15,16,16,16,15,15,16,16,16,16,16,15,16,15,16,16,16,16,14,15,15,16,15,16,16,16,16,16,15,16,16,16,16,16,16,16,16,16,,16,16,16,16,14,16,16,16,16,16,16,16,15,15,16,16,16,16,15,,15,15,15,Quinnipiac
66,16.0,Southern,SWAC,15.97,99,,16,16,16,16,16,16,16,16,16,16,16,16,16,,16,16,16,16,16,16,16,16,16,16,16,,16,16,,16,16,,16,,16,,16,,16,16,16,16,16,Southern,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,,16,16,16,15,16,16,14,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,,16,16,16,16,16,16,16,16,16,16,16,16,16,Southern
67,16.0,South Dakota State,Summit,15.98,57,,,16,16,16,,,16,,16,16,,16,16,16,16,,,,,,16,,16,,16,16,16,16,,16,16,16,,,16,,,,16,16,16,16,16,South Dakota State,16,16,,16,,,,,16,,,16,16,16,,,16,16,,16,16,,,16,,,,,,,,16,16,16,,16,,16,,,,,,,16,16,16,16,15,16,16,16,16,16,,,16,16,,16,,16,16,,,South Dakota State
68,16.0,Norfolk State,Mid-Eastern,16.00,103,,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,Norfolk State,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,,16,16,16,16,16,,16,,Norfolk State
69,16.0,Merrimack,Northeast,16.00,100,,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,,,16,,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,Merrimack,16,16,16,16,16,16,16,16,16,16,16,,16,16,16,16,,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,,16,16,16,16,,16,16,16,16,16,,16,16,16,16,16,16,16,Merrimack
70,16.0,Eastern Kentucky,Atlantic Sun,16.00,88,,16,16,16,16,16,16,16,16,16,16,16,,16,16,16,16,16,,,16,,16,16,16,16,16,16,16,16,16,,16,16,16,,,16,16,16,,16,16,,Eastern Kentucky,16,16,16,16,16,16,16,16,,16,16,,,,16,16,16,16,16,16,,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,,16,16,16,16,,16,16,16,,,16,16,16,,16,16,16,16,16,16,16,16,16,16,,16,16,16,Eastern Kentucky
71,,OTHER AT-LARGES,OTHER AT-LARGES,,,,ESPN,CBS,131,5Star,AHB,AMA,Board,BoB,Brodd,BU,BV,Calm,CD,Dom,FOX,Hall,Hark,HM,INCC,Jeff,JNG,Katz,Liker,Lobo,Logo,MM24,Mon,MtM,Prop,PS,RFS,RM,SBN,SI,Skar,T3,U-State,USAT,Venom,VO,WA,WAG,Zac,,4and24,AA,ACC,B12,Bauer,BBP,BKS,BR-KM,brac,Brad,Clutch,Cox,CPI,CS,CST,F&B,GDB,Guru,Heart,HHD,Hind,Ivar,Jake,jMorr,JSch,JW,KHB,Kyle,Made,MB,Mill,MSB,NP,Oak,Pi,Proj,Roto,RWX,SDMN,SN,Stad,TRR,TSB,TSN,TSR,WR,Benz,CSM,D2S,HHD-JT,JH,JSB,Selje,MJ,17th,AnB,Ath,Busky,Delphi,HBC,Meyer,PW,S64,Sluder,Updates,
72,,Providence,Big East,11.05,55,,,,11,10,,11,11,,11,11,11,,11,,11,,11,11,9,,,,,,11,11,11,11,11,,,,,11,11,11,,,,,11,11,,Providence,,,,,,,,11,12,,,11,11,11,,11,11,11,11,11,,11,11,11,,12,,11,,,11,12,11,,,,11,11,11,,,12,,,,,,11,11,12,,,,,,11,10,11,12,,11,12,,11,11,Providence
73,,Utah,Pacific-12,10.93,54,,,11,,11,12,11,11,,9,,,11,,,,11,,,11,11,11,,11,,,,11,,9,,12,,10,,,,,,11,11,11,11,,Utah,,,11,11,,,11,,12,11,,,11,,11,,,,,11,12,,,,11,,11,,,,11,12,10,,,11,7,11,,,,9,,11,11,11,11,,11,11,11,,11,11,,,12,11,,11,11,12,,11,12,Utah
74,,Cincinnati,Big 12,11.27,26,,,,,12,,,,,,,,,,,,,,,,,,11,,12,,,,,,12,12,,12,,,,,12,,,,,12,Cincinnati,11,11,,11,,,,,,11,,11,,11,,,12,,,,,,,,10,,,11,,11,11,,,,,11,,,,11,11,,,,,,,11,,,,11,,,11,,,,,,,11,,,,Cincinnati
75,,Colorado,Pacific-12,10.78,9,,,11,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,Colorado,,,,,,,,,,11,,,11,,,,,,,,,,,,,,,,,,,,,11,,,,,,8,,,,,11,12,,,,,,,11,,,,,,,,,,,,,Colorado
76,,Villanova,Big East,11.00,8,,,,,,,,,11,,,,,,,,,,,10,,,,,,,,,,,,,,11,,,,,,,,,,,Villanova,,11,,,,11,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,Villanova
77,,Wake Forest,ACC,11.00,5,,,,,,,,,11,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,Wake Forest,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,Wake Forest
78,,Memphis,American,12.00,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Memphis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,Memphis
79,,Pittsburgh,ACC,12.00,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pittsburgh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,Pittsburgh
80,,OTHER AUTOMATIC QUALIFIERS,OTHER AUTOMATIC QUALIFIERS,,,,ESPN,CBS,131,5Star,AHB,AMA,Board,BoB,Brodd,BU,BV,Calm,CD,Dom,FOX,Hall,Hark,HM,INCC,Jeff,JNG,Katz,Liker,Lobo,Logo,MM24,Mon,MtM,Prop,PS,RFS,RM,SBN,SI,Skar,T3,U-State,USAT,Venom,VO,WA,WAG,Zac,,4and24,AA,ACC,B12,Bauer,BBP,BKS,BR-KM,brac,Brad,Clutch,Cox,CPI,CS,CST,F&B,GDB,Guru,Heart,HHD,Hind,Ivar,Jake,jMorr,JSch,JW,KHB,Kyle,Made,MB,Mill,MSB,NP,Oak,Pi,Proj,Roto,RWX,SDMN,SN,Stad,TRR,TSB,TSN,TSR,WR,Benz,CSM,D2S,HHD-JT,JH,JSB,Selje,MJ,17th,AnB,Ath,Busky,Delphi,HBC,Meyer,PW,S64,Sluder,Updates,
81,,Drake,Missouri Valley,11.47,19,,,,,,,,,11,,,,,,11,,,,,12,,,,,,,,,,,,,,10,12,,12,11,,,,,,12,Drake,,,12,,12,,,,,,,,12,,,,,,11,,,,12,,11,,,,11,,,,,,11,12,,,,,,,,11,,12,,,,,,,,,,,,,,,,,,,,Drake
82,,Richmond,Atlantic 10,12.00,5,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,Richmond,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,12,,,Richmond
83,,Loyola-Chicago,Atlantic 10,12.00,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Loyola-Chicago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Loyola-Chicago
84,,James Madison,Sun Belt,12.19,26,,,,,,,13,,,,,,12,,,,,,12,12,,12,,,,,12,,,,,13,,,,,,,,12,12,13,,12,James Madison,,,,,,,,,13,12,,12,12,12,,,,,,,12,12,,,,,,,,,,,12,,,,12,,,,,12,,,,12,12,,,,12,12,,,,,,,,,,13,,,,James Madison
85,,Princeton,Ivy,12.32,25,,,,,,,12,,,,,,13,,,,,,13,12,,13,,,,,,,,,,12,,,,12,,12,,,,12,,12,Princeton,,,,,,,,,12,12,,12,13,12,,,,12,,,13,12,,,,,,,,,,,12,,,,12,,,,,13,,,,13,13,,,,12,,,,,,,,,,,12,,,,Princeton
86,,Cornell,Ivy,12.94,16,,,,,,,,,,,,,,,,,,,,,,,,,13,,13,,,,,,,,,,,,,,13,,13,,Cornell,,,,,13,,,,,,13,,,,,13,13,,,,,,,,13,,,13,,,,,,,13,13,,,,,13,,,13,,,,,,,,12,,,,,,13,,,,,,,,Cornell
87,,Toledo,MAC,13.00,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Toledo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Toledo
88,,Drexel,Coastal,13.75,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drexel,,,,,,,,,,,,,,,,,14,13,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,Drexel
89,,NC-Wilmington,Coastal,13.85,46,,,,,,,14,,,14,,,14,14,,,,,13,14,,14,,,,13,13,14,14,,,14,,,,14,,,,14,14,,,14,NC-Wilmington,14,,,14,,,,,14,,,14,14,13,,,,,,14,,,,,,,,14,,,,14,14,,,,,,,14,,14,,,,13,15,14,14,14,14,,14,14,13,14,15,,14,13,13,13,14,14,14,NC-Wilmington
90,,Western Kentucky,CUSA,14.00,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,Western Kentucky,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Western Kentucky
91,,Montana,Big Sky,14.00,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Montana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Montana
92,,Towson,Coastal,14.00,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Towson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,Towson
93,,NC-Asheville,Big South,14.83,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,NC-Asheville,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,15,,,15,,,,,,,,,,,15,,,,,,15,,,NC-Asheville
94,,Weber State,Big Sky,15.00,4,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,15,,,,Weber State,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,15,,,,,,,,,,,,,,,,,,,,Weber State
95,,Youngstown State,Horizon,15.00,4,,,,,,,15,,,,,,,,,,,,,15,,,,,,,15,,,,,,,,,,,,,,,,,,Youngstown State,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,Youngstown State
96,,Massachusetts-Lowell,America East,15.00,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Massachusetts-Lowell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Massachusetts-Lowell
97,,Troy,Sun Belt,15.00,1,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,Troy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Troy
98,,Sam Houston State,CUSA,15.50,20,,16,,,,,,,15,,,16,,,15,,,,,,,,,,,15,15,,,16,,,15,16,15,,15,,16,,,,,,Sam Houston State,,,,,,,,,,,,,,,,,,,,,,,16,16,,16,15,,,15,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,16,,16,Sam Houston State
99,,Wisconsin-Green Bay,Horizon,15.75,8,,,,,,16,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,16,,Wisconsin-Green Bay,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,16,,,,,,,,,16,15,Wisconsin-Green Bay
100,,North Dakota,Summit,16.00,47,,16,,,,16,,,16,,,16,,,,,16,16,16,,16,,16,,16,,,,,16,,,,16,16,,16,16,16,,,,,,North Dakota,,,16,,16,16,16,16,,16,16,,,,16,16,,,16,,,16,16,,16,16,16,16,16,16,16,,,,16,,,,16,16,16,,16,16,,,,,,,,,,,16,16,,,16,,16,,,16,16,North Dakota
101,,Lipscomb,Atlantic Sun,16.00,13,,,,,,,,,,,,,,,,,,,16,16,,,,,,,,,,,,16,,,,16,,,,,,,,16,Lipscomb,,,,,,,,,16,,,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,16,,,,16,,,,,,,,,,,16,,,,Lipscomb
